,title,price,MRP,discount_percentage,Reviews_count,rating
0,"MSI
                                        Commercial 14 H, Intel 13th
                                        Gen i7-13700H, 36CM Business
                                        Laptop(32GB/1TB NVMe SSD/Windows 11
                                        Pro/Intel Xe
                                        Graphics/Solid Grey/1.6Kg), A13MG
                                        vPro-065IN  ","₹1,09,990","₹1,23,990","11%
                                                    off",2,"5.0 out
                                                    of 5 stars"
